name,base-mathsat,base-mathsat-time,base-z3,base-z3-time,base result,base time,base command,h1-mathsat,h1-mathsat-time,h1-z3,h1-z3-time,h1 result,h1 time,h1 command,h2-mathsat,h2-mathsat-time,h2-z3,h2-z3-time,h2 result,h2 time,h2 command,h12-mathsat,h12-mathsat-time,h12-z3,h12-z3-time,h12 result,h12 time,h12 command,direct-z3,direct-z3-time
BradleyMannaSipma-ICALP2005-Fig1_true-termination.c.smt2,FALSE,,TRUE,1284,TRUE,1284,./PolyHorn experiments/benchmarks/Termination/linear/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c.smt2.json,TRUE,886,TRUE,2660,TRUE,886,./PolyHorn experiments/benchmarks/Termination/linear/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c.smt2.json,FALSE,,TRUE,5634,TRUE,5634,./PolyHorn experiments/benchmarks/Termination/linear/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c.smt2.json,TRUE,1119,TRUE,1614,TRUE,1119,./PolyHorn experiments/benchmarks/Termination/linear/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c.smt2.json,FALSE,
BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c.smt2,FALSE,,TRUE,634,TRUE,634,./PolyHorn experiments/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c.smt2.json,TRUE,588,TRUE,1707,TRUE,588,./PolyHorn experiments/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c.smt2.json,FALSE,,FALSE,,FALSE,,,TRUE,905,FALSE,,TRUE,905,./PolyHorn experiments/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Fig1_true-termination.c.smt2.json,FALSE,
BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination.c.smt2,FALSE,,TRUE,1018,TRUE,1018,./PolyHorn experiments/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination.c.smt2.json,TRUE,859,TRUE,895,TRUE,859,./PolyHorn experiments/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Fig9a_true-termination.c.smt2.json,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c.smt2,FALSE,,TRUE,475,TRUE,475,./PolyHorn experiments/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c.smt2.json,TRUE,366,TRUE,420,TRUE,366,./PolyHorn experiments/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c.smt2.json,TRUE,517,TRUE,513,TRUE,513,./PolyHorn experiments/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c.smt2.json,TRUE,460,TRUE,449,TRUE,449,./PolyHorn experiments/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c.smt2 experiments/configs-h12/z3/benchmarks/Termination/linear/BrockschmidtCookFuhs-CAV2013-Introduction_true-termination.c.smt2.json,TRUE,179786
Cairo_nondet_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
Cairo_step2_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
Cairo_true-termination.c.smt2,TRUE,2619,TRUE,471,TRUE,471,./PolyHorn experiments/benchmarks/Termination/linear/Cairo_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/Cairo_true-termination.c.smt2.json,TRUE,559,TRUE,393,TRUE,393,./PolyHorn experiments/benchmarks/Termination/linear/Cairo_true-termination.c.smt2 experiments/configs-h1/z3/benchmarks/Termination/linear/Cairo_true-termination.c.smt2.json,FALSE,,TRUE,906,TRUE,906,./PolyHorn experiments/benchmarks/Termination/linear/Cairo_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/Cairo_true-termination.c.smt2.json,TRUE,523,TRUE,468,TRUE,468,./PolyHorn experiments/benchmarks/Termination/linear/Cairo_true-termination.c.smt2 experiments/configs-h12/z3/benchmarks/Termination/linear/Cairo_true-termination.c.smt2.json,TRUE,122
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c.smt2,FALSE,,TRUE,49870,TRUE,49870,./PolyHorn experiments/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c.smt2.json,TRUE,19761,TRUE,6177,TRUE,6177,./PolyHorn experiments/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c.smt2 experiments/configs-h1/z3/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c.smt2.json,TRUE,35322,FALSE,,TRUE,35322,./PolyHorn experiments/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c.smt2 experiments/configs-h2/mathsat/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c.smt2.json,TRUE,8850,TRUE,7648,TRUE,7648,./PolyHorn experiments/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c.smt2 experiments/configs-h12/z3/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c.smt2.json,FALSE,
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c.smt2,TRUE,23739,TRUE,730,TRUE,730,./PolyHorn experiments/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c.smt2.json,TRUE,567,TRUE,678,TRUE,567,./PolyHorn experiments/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c.smt2.json,FALSE,,TRUE,799,TRUE,799,./PolyHorn experiments/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c.smt2.json,TRUE,603,TRUE,911,TRUE,603,./PolyHorn experiments/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d_true-termination.c.smt2.json,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c.smt2,FALSE,,TRUE,427,TRUE,427,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c.smt2.json,FALSE,,TRUE,436,TRUE,436,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c.smt2 experiments/configs-h1/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c.smt2.json,FALSE,,TRUE,729,TRUE,729,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c.smt2.json,FALSE,,TRUE,921,TRUE,921,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c.smt2 experiments/configs-h12/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c.smt2.json,TRUE,606
ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.03_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.04_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c.smt2,TRUE,1461,TRUE,404,TRUE,404,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c.smt2.json,FALSE,,TRUE,411,TRUE,411,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c.smt2 experiments/configs-h1/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c.smt2.json,FALSE,,TRUE,661,TRUE,661,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c.smt2.json,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c.smt2,FALSE,,TRUE,450,TRUE,450,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c.smt2.json,TRUE,383,TRUE,398,TRUE,383,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c.smt2.json,FALSE,,TRUE,5001,TRUE,5001,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c.smt2.json,FALSE,,TRUE,762,TRUE,762,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c.smt2 experiments/configs-h12/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.09_true-termination.c.smt2.json,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c.smt2,FALSE,,TRUE,555,TRUE,555,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c.smt2.json,TRUE,387,TRUE,398,TRUE,387,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c.smt2.json,FALSE,,TRUE,755,TRUE,755,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c.smt2.json,FALSE,,TRUE,700,TRUE,700,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c.smt2 experiments/configs-h12/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.10_true-termination.c.smt2.json,TRUE,3245
ChenFlurMukhopadhyay-SAS2012-Ex2.11_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.12_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c.smt2,TRUE,859,TRUE,440,TRUE,440,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c.smt2.json,TRUE,434,TRUE,380,TRUE,380,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c.smt2 experiments/configs-h1/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c.smt2.json,FALSE,,TRUE,627,TRUE,627,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c.smt2.json,TRUE,424,TRUE,518,TRUE,424,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.13_true-termination.c.smt2.json,TRUE,2326
ChenFlurMukhopadhyay-SAS2012-Ex2.14_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.15_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c.smt2,TRUE,703,TRUE,520,TRUE,520,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c.smt2.json,TRUE,326,TRUE,355,TRUE,326,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c.smt2.json,FALSE,,TRUE,663,TRUE,663,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c.smt2.json,TRUE,447,TRUE,491,TRUE,447,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c.smt2.json,TRUE,142
ChenFlurMukhopadhyay-SAS2012-Ex2.17_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c.smt2,TRUE,520,TRUE,364,TRUE,364,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c.smt2.json,TRUE,323,TRUE,344,TRUE,323,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c.smt2.json,TRUE,1214,TRUE,821,TRUE,821,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c.smt2.json,TRUE,479,TRUE,1016,TRUE,479,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c.smt2.json,TRUE,102
ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c.smt2,FALSE,,TRUE,440,TRUE,440,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c.smt2.json,TRUE,352,TRUE,444,TRUE,352,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c.smt2.json,FALSE,,FALSE,,FALSE,,,TRUE,466,TRUE,764,TRUE,466,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c.smt2.json,TRUE,406
ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c.smt2,TRUE,1579,TRUE,439,TRUE,439,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c.smt2.json,TRUE,361,TRUE,379,TRUE,361,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c.smt2.json,TRUE,1749,TRUE,715,TRUE,715,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c.smt2.json,TRUE,469,TRUE,619,TRUE,469,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c.smt2.json,TRUE,8012
ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c.smt2,TRUE,1002,TRUE,491,TRUE,491,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c.smt2.json,TRUE,470,TRUE,408,TRUE,408,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c.smt2 experiments/configs-h1/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c.smt2.json,FALSE,,TRUE,717,TRUE,717,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c.smt2.json,TRUE,450,TRUE,524,TRUE,450,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c.smt2.json,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex3.02_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex3.03_true-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c.smt2,FALSE,,TRUE,545,TRUE,545,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c.smt2.json,TRUE,432,TRUE,452,TRUE,432,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c.smt2.json,FALSE,,TRUE,931,TRUE,931,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c.smt2.json,TRUE,573,TRUE,728,TRUE,573,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c.smt2.json,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c.smt2,TRUE,2118,TRUE,497,TRUE,497,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c.smt2.json,TRUE,416,TRUE,496,TRUE,416,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c.smt2.json,FALSE,,TRUE,817,TRUE,817,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c.smt2.json,TRUE,555,TRUE,799,TRUE,555,./PolyHorn experiments/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c.smt2.json,FALSE,
ChenFlurMukhopadhyay-SAS2012-Ex3.06_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
