name,base-mathsat,base-mathsat-time,base-z3,base-z3-time,base result,base time,base command,h1-mathsat,h1-mathsat-time,h1-z3,h1-z3-time,h1 result,h1 time,h1 command,h2-mathsat,h2-mathsat-time,h2-z3,h2-z3-time,h2 result,h2 time,h2 command,h12-mathsat,h12-mathsat-time,h12-z3,h12-z3-time,h12 result,h12 time,h12 command,direct-z3,direct-z3-time
svcomp_c.03.c.smt2,FALSE,,TRUE,844,TRUE,844,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.03.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_c.03.c.smt2.json,TRUE,589,TRUE,595,TRUE,589,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.03.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_c.03.c.smt2.json,TRUE,1279,TRUE,2269,TRUE,1279,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.03.c.smt2 experiments/configs-h2/mathsat/benchmarks/Termination/linear/svcomp_c.03.c.smt2.json,TRUE,791,TRUE,4269,TRUE,791,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.03.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/svcomp_c.03.c.smt2.json,FALSE,
svcomp_c.07.c.smt2,FALSE,,TRUE,825,TRUE,825,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.07.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_c.07.c.smt2.json,TRUE,691,TRUE,700,TRUE,691,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.07.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_c.07.c.smt2.json,FALSE,,TRUE,1386,TRUE,1386,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.07.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/svcomp_c.07.c.smt2.json,TRUE,794,TRUE,1018,TRUE,794,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.07.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/svcomp_c.07.c.smt2.json,FALSE,
svcomp_c.08.c.smt2,FALSE,,TRUE,710,TRUE,710,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.08.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_c.08.c.smt2.json,TRUE,664,TRUE,2886,TRUE,664,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.08.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_c.08.c.smt2.json,FALSE,,TRUE,1517,TRUE,1517,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.08.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/svcomp_c.08.c.smt2.json,TRUE,983,TRUE,2236,TRUE,983,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_c.08.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/svcomp_c.08.c.smt2.json,FALSE,
svcomp_easySum.c.smt2,FALSE,,TRUE,518,TRUE,518,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_easySum.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_easySum.c.smt2.json,TRUE,434,TRUE,458,TRUE,434,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_easySum.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_easySum.c.smt2.json,TRUE,822,TRUE,689,TRUE,689,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_easySum.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/svcomp_easySum.c.smt2.json,TRUE,495,TRUE,554,TRUE,495,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_easySum.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/svcomp_easySum.c.smt2.json,FALSE,
svcomp_ex1.c.smt2,TRUE,554,TRUE,543,TRUE,543,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_ex1.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_ex1.c.smt2.json,TRUE,444,TRUE,466,TRUE,444,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_ex1.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_ex1.c.smt2.json,TRUE,657,TRUE,793,TRUE,657,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_ex1.c.smt2 experiments/configs-h2/mathsat/benchmarks/Termination/linear/svcomp_ex1.c.smt2.json,TRUE,496,TRUE,551,TRUE,496,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_ex1.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/svcomp_ex1.c.smt2.json,FALSE,
svcomp_ex2.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
svcomp_ex3a.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
svcomp_ex3b.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
svcomp_fermat.c.smt2,FALSE,,TRUE,2701,TRUE,2701,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_fermat.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_fermat.c.smt2.json,TRUE,1593,TRUE,1614,TRUE,1593,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_fermat.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_fermat.c.smt2.json,TRUE,3284,TRUE,2701,TRUE,2701,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_fermat.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/svcomp_fermat.c.smt2.json,TRUE,1702,TRUE,1651,TRUE,1651,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_fermat.c.smt2 experiments/configs-h12/z3/benchmarks/Termination/linear/svcomp_fermat.c.smt2.json,FALSE,
svcomp_flag.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
svcomp_java_AG313.c.smt2,FALSE,,TRUE,746,TRUE,746,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_AG313.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_java_AG313.c.smt2.json,TRUE,587,TRUE,587,TRUE,587,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_AG313.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_java_AG313.c.smt2.json,TRUE,884,TRUE,876,TRUE,876,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_AG313.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/svcomp_java_AG313.c.smt2.json,TRUE,639,TRUE,1115,TRUE,639,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_AG313.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/svcomp_java_AG313.c.smt2.json,FALSE,
svcomp_java_Break.c.smt2,TRUE,531,TRUE,448,TRUE,448,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Break.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_java_Break.c.smt2.json,TRUE,374,TRUE,396,TRUE,374,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Break.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_java_Break.c.smt2.json,TRUE,611,TRUE,724,TRUE,611,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Break.c.smt2 experiments/configs-h2/mathsat/benchmarks/Termination/linear/svcomp_java_Break.c.smt2.json,TRUE,451,TRUE,573,TRUE,451,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Break.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/svcomp_java_Break.c.smt2.json,TRUE,1039
svcomp_java_Continue1.c.smt2,FALSE,,TRUE,512,TRUE,512,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Continue1.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_java_Continue1.c.smt2.json,TRUE,403,TRUE,589,TRUE,403,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Continue1.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_java_Continue1.c.smt2.json,FALSE,,TRUE,926,TRUE,926,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Continue1.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/svcomp_java_Continue1.c.smt2.json,TRUE,605,TRUE,620,TRUE,605,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Continue1.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/svcomp_java_Continue1.c.smt2.json,TRUE,1012
svcomp_java_Nested.c.smt2,FALSE,,TRUE,873,TRUE,873,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Nested.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_java_Nested.c.smt2.json,TRUE,685,TRUE,705,TRUE,685,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Nested.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_java_Nested.c.smt2.json,FALSE,,FALSE,,FALSE,,,FALSE,,TRUE,50750,TRUE,50750,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Nested.c.smt2 experiments/configs-h12/z3/benchmarks/Termination/linear/svcomp_java_Nested.c.smt2.json,FALSE,
svcomp_java_Sequence.c.smt2,FALSE,,TRUE,870,TRUE,870,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Sequence.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/svcomp_java_Sequence.c.smt2.json,TRUE,641,TRUE,16376,TRUE,641,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Sequence.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/svcomp_java_Sequence.c.smt2.json,FALSE,,TRUE,1314,TRUE,1314,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Sequence.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/svcomp_java_Sequence.c.smt2.json,TRUE,948,TRUE,5181,TRUE,948,./PolyHorn experiments/benchmarks/Termination/linear/svcomp_java_Sequence.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/svcomp_java_Sequence.c.smt2.json,FALSE,
Swingers.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
Thun_true-termination.c.smt2,TRUE,441,TRUE,361,TRUE,361,./PolyHorn experiments/benchmarks/Termination/linear/Thun_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/Thun_true-termination.c.smt2.json,TRUE,314,TRUE,338,TRUE,314,./PolyHorn experiments/benchmarks/Termination/linear/Thun_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/Thun_true-termination.c.smt2.json,TRUE,598,TRUE,539,TRUE,539,./PolyHorn experiments/benchmarks/Termination/linear/Thun_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/Thun_true-termination.c.smt2.json,TRUE,424,TRUE,502,TRUE,424,./PolyHorn experiments/benchmarks/Termination/linear/Thun_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/Thun_true-termination.c.smt2.json,TRUE,130
Toulouse-BranchesToLoop_true-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
Toulouse-MultiBranchesToLoop_true-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
TrueDiv.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
TwoFloatInterv.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
UpAndDown.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
UpAndDownIneq.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
Urban-WST2013-Fig1_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
Urban-WST2013-Fig2_true-termination.c.smt2,FALSE,,TRUE,577,TRUE,577,./PolyHorn experiments/benchmarks/Termination/linear/Urban-WST2013-Fig2_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/Urban-WST2013-Fig2_true-termination.c.smt2.json,TRUE,464,TRUE,450,TRUE,450,./PolyHorn experiments/benchmarks/Termination/linear/Urban-WST2013-Fig2_true-termination.c.smt2 experiments/configs-h1/z3/benchmarks/Termination/linear/Urban-WST2013-Fig2_true-termination.c.smt2.json,FALSE,,TRUE,4471,TRUE,4471,./PolyHorn experiments/benchmarks/Termination/linear/Urban-WST2013-Fig2_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/Urban-WST2013-Fig2_true-termination.c.smt2.json,FALSE,,TRUE,2250,TRUE,2250,./PolyHorn experiments/benchmarks/Termination/linear/Urban-WST2013-Fig2_true-termination.c.smt2 experiments/configs-h12/z3/benchmarks/Termination/linear/Urban-WST2013-Fig2_true-termination.c.smt2.json,FALSE,
Urban-WST2013-Fig2-modified1000_true-termination.c.smt2,FALSE,,TRUE,541,TRUE,541,./PolyHorn experiments/benchmarks/Termination/linear/Urban-WST2013-Fig2-modified1000_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/Urban-WST2013-Fig2-modified1000_true-termination.c.smt2.json,TRUE,511,TRUE,470,TRUE,470,./PolyHorn experiments/benchmarks/Termination/linear/Urban-WST2013-Fig2-modified1000_true-termination.c.smt2 experiments/configs-h1/z3/benchmarks/Termination/linear/Urban-WST2013-Fig2-modified1000_true-termination.c.smt2.json,FALSE,,TRUE,2974,TRUE,2974,./PolyHorn experiments/benchmarks/Termination/linear/Urban-WST2013-Fig2-modified1000_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/Urban-WST2013-Fig2-modified1000_true-termination.c.smt2.json,FALSE,,FALSE,,FALSE,,,FALSE,
Velroyen_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
Waldkirch_true-termination.c.smt2,TRUE,13338,TRUE,386,TRUE,386,./PolyHorn experiments/benchmarks/Termination/linear/Waldkirch_true-termination.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/Waldkirch_true-termination.c.smt2.json,TRUE,321,TRUE,341,TRUE,321,./PolyHorn experiments/benchmarks/Termination/linear/Waldkirch_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/Waldkirch_true-termination.c.smt2.json,FALSE,,TRUE,488,TRUE,488,./PolyHorn experiments/benchmarks/Termination/linear/Waldkirch_true-termination.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/Waldkirch_true-termination.c.smt2.json,TRUE,372,TRUE,505,TRUE,372,./PolyHorn experiments/benchmarks/Termination/linear/Waldkirch_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/Waldkirch_true-termination.c.smt2.json,TRUE,75
WhileDecr.c.smt2,TRUE,3803,TRUE,370,TRUE,370,./PolyHorn experiments/benchmarks/Termination/linear/WhileDecr.c.smt2 experiments/configs-base/z3/benchmarks/Termination/linear/WhileDecr.c.smt2.json,TRUE,309,TRUE,334,TRUE,309,./PolyHorn experiments/benchmarks/Termination/linear/WhileDecr.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/WhileDecr.c.smt2.json,FALSE,,TRUE,778,TRUE,778,./PolyHorn experiments/benchmarks/Termination/linear/WhileDecr.c.smt2 experiments/configs-h2/z3/benchmarks/Termination/linear/WhileDecr.c.smt2.json,FALSE,,TRUE,437,TRUE,437,./PolyHorn experiments/benchmarks/Termination/linear/WhileDecr.c.smt2 experiments/configs-h12/z3/benchmarks/Termination/linear/WhileDecr.c.smt2.json,TRUE,123
WhileFalse_true-termination.c.smt2,TRUE,276,TRUE,364,TRUE,276,./PolyHorn experiments/benchmarks/Termination/linear/WhileFalse_true-termination.c.smt2 experiments/configs-base/mathsat/benchmarks/Termination/linear/WhileFalse_true-termination.c.smt2.json,TRUE,273,TRUE,312,TRUE,273,./PolyHorn experiments/benchmarks/Termination/linear/WhileFalse_true-termination.c.smt2 experiments/configs-h1/mathsat/benchmarks/Termination/linear/WhileFalse_true-termination.c.smt2.json,TRUE,289,TRUE,357,TRUE,289,./PolyHorn experiments/benchmarks/Termination/linear/WhileFalse_true-termination.c.smt2 experiments/configs-h2/mathsat/benchmarks/Termination/linear/WhileFalse_true-termination.c.smt2.json,TRUE,291,TRUE,385,TRUE,291,./PolyHorn experiments/benchmarks/Termination/linear/WhileFalse_true-termination.c.smt2 experiments/configs-h12/mathsat/benchmarks/Termination/linear/WhileFalse_true-termination.c.smt2.json,TRUE,53
WhileIncr.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
WhileIncrPart.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
WhileNested.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
WhileNestedOffset.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
WhilePart.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
WhileSingle.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
WhileTrue_false-termination.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
WhileTrue.c.smt2,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,FALSE,
